code	name	description
MVABEUR0LCH	Vrachtauto - benzine - middelzwaar - pre Euro wetgeving (1992) - licht	Vrachtauto - benzine - middelzwaar - pre Euro wetgeving (1992) - licht
MVABEUR0ZWA	Vrachtauto - benzine - middelzwaar - pre Euro wetgeving (1992) - zwaar	Vrachtauto - benzine - middelzwaar - pre Euro wetgeving (1992) - zwaar
MVACEUR6LCH	Vrachtauto - CNG - middelzwaar - Euro-6 - licht	Vrachtauto - CNG - middelzwaar - Euro-6 - licht
MVACEUR6ZWA	Vrachtauto - CNG - middelzwaar - Euro-6 - zwaar	Vrachtauto - CNG - middelzwaar - Euro-6 - zwaar
MVADEDE5LCHSCR	Vrachtauto - diesel - middelzwaar - Euro-5 Step D en E - SCR - licht	Vrachtauto - diesel - middelzwaar - Euro-5 Step D en E - SCR - licht
MVADEDE5SCRZWA	Vrachtauto - diesel - middelzwaar - Euro-5 Step D en E - SCR - zwaar	Vrachtauto - diesel - middelzwaar - Euro-5 Step D en E - SCR - zwaar
MVADEUG5EGRLCH	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - EGR - licht	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - EGR - licht
MVADEUG5EGRZWA	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - EGR - zwaar	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - EGR - zwaar
MVADEUG5LCHSCR	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - SCR - licht	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - SCR - licht
MVADEUG5SCRZWA	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - SCR - zwaar	Vrachtauto - diesel - middelzwaar - Euro-5 Step G - SCR - zwaar
MVADEUR0LCH	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (1992) - licht	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (1992) - licht
MVADEUR0ZWA	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (1992) - zwaar	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (1992) - zwaar
MVADEUR1LCH	Vrachtauto - diesel - middelzwaar - Euro-1 - licht	Vrachtauto - diesel - middelzwaar - Euro-1 - licht
MVADEUR1ZWA	Vrachtauto - diesel - middelzwaar - Euro-1 - zwaar	Vrachtauto - diesel - middelzwaar - Euro-1 - zwaar
MVADEUR2LCH	Vrachtauto - diesel - middelzwaar - Euro-2 - licht	Vrachtauto - diesel - middelzwaar - Euro-2 - licht
MVADEUR2ZWA	Vrachtauto - diesel - middelzwaar - Euro-2 - zwaar	Vrachtauto - diesel - middelzwaar - Euro-2 - zwaar
MVADEUR3DPFLCH	Vrachtauto - diesel - middelzwaar - Euro-3 - DPF - licht	Vrachtauto - diesel - middelzwaar - Euro-3 - DPF - licht
MVADEUR3DPFZWA	Vrachtauto - diesel - middelzwaar - Euro-3 - DPF - zwaar	Vrachtauto - diesel - middelzwaar - Euro-3 - DPF - zwaar
MVADEUR3HOFLCH	Vrachtauto - diesel - middelzwaar - Euro-3 - halfopen filter - licht	Vrachtauto - diesel - middelzwaar - Euro-3 - halfopen filter - licht
MVADEUR3HOFZWA	Vrachtauto - diesel - middelzwaar - Euro-3 - halfopen filter - zwaar	Vrachtauto - diesel - middelzwaar - Euro-3 - halfopen filter - zwaar
MVADEUR3LCH	Vrachtauto - diesel - middelzwaar - Euro-3 - licht	Vrachtauto - diesel - middelzwaar - Euro-3 - licht
MVADEUR3ZWA	Vrachtauto - diesel - middelzwaar - Euro-3 - zwaar	Vrachtauto - diesel - middelzwaar - Euro-3 - zwaar
MVADEUR4LCH	Vrachtauto - diesel - middelzwaar - Euro-4 - licht	Vrachtauto - diesel - middelzwaar - Euro-4 - licht
MVADEUR4ZWA	Vrachtauto - diesel - middelzwaar - Euro-4 - zwaar	Vrachtauto - diesel - middelzwaar - Euro-4 - zwaar
MVADEUR6LCH	Vrachtauto - diesel - middelzwaar - Euro-6 - licht	Vrachtauto - diesel - middelzwaar - Euro-6 - licht
MVADEUR6ZWA	Vrachtauto - diesel - middelzwaar - Euro-6 - zwaar	Vrachtauto - diesel - middelzwaar - Euro-6 - zwaar
MVADPR82LCH	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (< 1982) - licht	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (< 1982) - licht
MVADPR82MED	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (< 1982) - middelzwaar	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (< 1982) - middelzwaar
MVADPR82ZWA	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (< 1982) - zwaar	Vrachtauto - diesel - middelzwaar - pre Euro wetgeving (< 1982) - zwaar
MVAEZEEVLCH	Vrachtauto - elektrisch - middelzwaar - licht	Vrachtauto - elektrisch - middelzwaar - licht
MVAEZEEVZWA	Vrachtauto - elektrisch - middelzwaar - zwaar	Vrachtauto - elektrisch - middelzwaar - zwaar
MVALEUR0LCH	Vrachtauto - LPG - middelzwaar - pre Euro wetgeving (1992) - licht	Vrachtauto - LPG - middelzwaar - pre Euro wetgeving (1992) - licht
ZTRBEUR0	Trekker - benzine - zwaar - pre Euro wetgeving (1992)	Trekker - benzine - zwaar - pre Euro wetgeving (1992)
ZTRCEUR6LCH	Trekker - CNG - zwaar - Euro-6 - licht	Trekker - CNG - zwaar - Euro-6 - licht
ZTRCEUR6ZWA	Trekker - CNG - zwaar - Euro-6 - zwaar	Trekker - CNG - zwaar - Euro-6 - zwaar
ZTRDEDE5LCHSCR	Trekker - diesel - zwaar - Euro-5 Step D en E - SCR - licht	Trekker - diesel - zwaar - Euro-5 Step D en E - SCR - licht
ZTRDEDE5SCRZWA	Trekker - diesel - zwaar - Euro-5 Step D en E - SCR - zwaar	Trekker - diesel - zwaar - Euro-5 Step D en E - SCR - zwaar
ZTRDEUG5EGRLCH	Trekker - diesel - zwaar - Euro-5 Step G - EGR - licht	Trekker - diesel - zwaar - Euro-5 Step G - EGR - licht
ZTRDEUG5EGRZWA	Trekker - diesel - zwaar - Euro-5 Step G - EGR - zwaar	Trekker - diesel - zwaar - Euro-5 Step G - EGR - zwaar
ZTRDEUG5LCHSCR	Trekker - diesel - zwaar - Euro-5 Step G - SCR - licht	Trekker - diesel - zwaar - Euro-5 Step G - SCR - licht
ZTRDEUG5SCRZWA	Trekker - diesel - zwaar - Euro-5 Step G - SCR - zwaar	Trekker - diesel - zwaar - Euro-5 Step G - SCR - zwaar
ZTRDEUR0	Trekker - diesel - zwaar - pre Euro wetgeving (1992)	Trekker - diesel - zwaar - pre Euro wetgeving (1992)
ZTRDEUR1	Trekker - diesel - zwaar - Euro-1	Trekker - diesel - zwaar - Euro-1
ZTRDEUR2	Trekker - diesel - zwaar - Euro-2	Trekker - diesel - zwaar - Euro-2
ZTRDEUR3	Trekker - diesel - zwaar - Euro-3	Trekker - diesel - zwaar - Euro-3
ZTRDEUR3DPF	Trekker - diesel - zwaar - Euro-3 - DPF	Trekker - diesel - zwaar - Euro-3 - DPF
ZTRDEUR3HOF	Trekker - diesel - zwaar - Euro-3 - halfopen filter	Trekker - diesel - zwaar - Euro-3 - halfopen filter
ZTRDEUR4	Trekker - diesel - zwaar - Euro-4	Trekker - diesel - zwaar - Euro-4
ZTRDEUR6LCH	Trekker - diesel - zwaar - Euro-6 - licht	Trekker - diesel - zwaar - Euro-6 - licht
ZTRDEUR6ZWA	Trekker - diesel - zwaar - Euro-6 - zwaar	Trekker - diesel - zwaar - Euro-6 - zwaar
ZTRDPR82	Trekker - diesel - zwaar - pre Euro wetgeving (< 1982)	Trekker - diesel - zwaar - pre Euro wetgeving (< 1982)
ZTREZEEVLCH	Trekker - elektrisch - zwaar - licht	Trekker - elektrisch - zwaar - licht
ZTRLEUR0	Trekker - LPG - zwaar - pre Euro wetgeving (1992)	Trekker - LPG - zwaar - pre Euro wetgeving (1992)
ZVABEUR0	Vrachtauto - benzine - zwaar - pre Euro wetgeving (1992)	Vrachtauto - benzine - zwaar - pre Euro wetgeving (1992)
ZVACEUR6	Vrachtauto - CNG - zwaar - Euro-6	Vrachtauto - CNG - zwaar - Euro-6
ZVADEDE5ANHLCHSCR	Vrachtauto - diesel - zwaar - Euro-5 Step D en E - SCR - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-5 Step D en E - SCR - met aanhanger - licht
ZVADEDE5ANHSCRZWA	Vrachtauto - diesel - zwaar - Euro-5 Step D en E - SCR - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-5 Step D en E - SCR - met aanhanger - zwaar
ZVADEDE5SCR	Vrachtauto - diesel - zwaar - Euro-5 Step D en E - SCR	Vrachtauto - diesel - zwaar - Euro-5 Step D en E - SCR
ZVADEUG5ANHEGRLCH	Vrachtauto - diesel - zwaar - Euro-5 Step G - EGR - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-5 Step G - EGR - met aanhanger - licht
ZVADEUG5ANHEGRZWA	Vrachtauto - diesel - zwaar - Euro-5 Step G - EGR - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-5 Step G - EGR - met aanhanger - zwaar
ZVADEUG5ANHLCHSCR	Vrachtauto - diesel - zwaar - Euro-5 Step G - SCR - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-5 Step G - SCR - met aanhanger - licht
ZVADEUG5ANHSCRZWA	Vrachtauto - diesel - zwaar - Euro-5 Step G - SCR - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-5 Step G - SCR - met aanhanger - zwaar
ZVADEUG5EGR	Vrachtauto - diesel - zwaar - Euro-5 Step G - EGR	Vrachtauto - diesel - zwaar - Euro-5 Step G - EGR
ZVADEUG5SCR	Vrachtauto - diesel - zwaar - Euro-5 Step G - SCR	Vrachtauto - diesel - zwaar - Euro-5 Step G - SCR
ZVADEUR0	Vrachtauto - diesel - zwaar - pre Euro wetgeving (1992)	Vrachtauto - diesel - zwaar - pre Euro wetgeving (1992)
ZVADEUR0ANHLCH	Vrachtauto - diesel - zwaar - pre Euro wetgeving (1992) - met aanhanger - licht	Vrachtauto - diesel - zwaar - pre Euro wetgeving (1992) - met aanhanger - licht
ZVADEUR0ANHZWA	Vrachtauto - diesel - zwaar - pre Euro wetgeving (1992) - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - pre Euro wetgeving (1992) - met aanhanger - zwaar
ZVADEUR1	Vrachtauto - diesel - zwaar - Euro-1	Vrachtauto - diesel - zwaar - Euro-1
ZVADEUR1ANHLCH	Vrachtauto - diesel - zwaar - Euro-1 - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-1 - met aanhanger - licht
ZVADEUR1ANHZWA	Vrachtauto - diesel - zwaar - Euro-1 - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-1 - met aanhanger - zwaar
ZVADEUR2	Vrachtauto - diesel - zwaar - Euro-2	Vrachtauto - diesel - zwaar - Euro-2
ZVADEUR2ANHLCH	Vrachtauto - diesel - zwaar - Euro-2 - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-2 - met aanhanger - licht
ZVADEUR2ANHZWA	Vrachtauto - diesel - zwaar - Euro-2 - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-2 - met aanhanger - zwaar
ZVADEUR3	Vrachtauto - diesel - zwaar - Euro-3	Vrachtauto - diesel - zwaar - Euro-3
ZVADEUR3ANHDPFLCH	Vrachtauto - diesel - zwaar - Euro-3 - DPF - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-3 - DPF - met aanhanger - licht
ZVADEUR3ANHDPFZWA	Vrachtauto - diesel - zwaar - Euro-3 - DPF - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-3 - DPF - met aanhanger - zwaar
ZVADEUR3ANHHOFLCH	Vrachtauto - diesel - zwaar - Euro-3 - halfopen filter - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-3 - halfopen filter - met aanhanger - licht
ZVADEUR3ANHHOFZWA	Vrachtauto - diesel - zwaar - Euro-3 - halfopen filter - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-3 - halfopen filter - met aanhanger - zwaar
ZVADEUR3ANHLCH	Vrachtauto - diesel - zwaar - Euro-3 - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-3 - met aanhanger - licht
ZVADEUR3ANHZWA	Vrachtauto - diesel - zwaar - Euro-3 - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-3 - met aanhanger - zwaar
ZVADEUR3DPF	Vrachtauto - diesel - zwaar - Euro-3 - DPF	Vrachtauto - diesel - zwaar - Euro-3 - DPF
ZVADEUR3HOF	Vrachtauto - diesel - zwaar - Euro-3 - halfopen filter	Vrachtauto - diesel - zwaar - Euro-3 - halfopen filter
ZVADEUR4	Vrachtauto - diesel - zwaar - Euro-4	Vrachtauto - diesel - zwaar - Euro-4
ZVADEUR4ANHLCH	Vrachtauto - diesel - zwaar - Euro-4 - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-4 - met aanhanger - licht
ZVADEUR4ANHZWA	Vrachtauto - diesel - zwaar - Euro-4 - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-4 - met aanhanger - zwaar
ZVADEUR6	Vrachtauto - diesel - zwaar - Euro-6	Vrachtauto - diesel - zwaar - Euro-6
ZVADEUR6ANHLCH	Vrachtauto - diesel - zwaar - Euro-6 - met aanhanger - licht	Vrachtauto - diesel - zwaar - Euro-6 - met aanhanger - licht
ZVADEUR6ANHZWA	Vrachtauto - diesel - zwaar - Euro-6 - met aanhanger - zwaar	Vrachtauto - diesel - zwaar - Euro-6 - met aanhanger - zwaar
ZVAEZEEV	Vrachtauto - elektrisch - zwaar	Vrachtauto - elektrisch - zwaar
