code	name	description
Benzine	Benzine 	Benzine 
Benzine_2-Takt	Benzine (2-Takt)	Benzine (2-Takt)
Benzine_4-Takt	Benzine (4-Takt)	Benzine (4-Takt)
Diesel	Diesel	Diesel
LPG	LPG	LPG
