code	name	description
PS8190MLC99	Pre-STAGE 1981-1990, LPG 56 <= kW < 130 (LPG)	Pre-STAGE 1981-1990, LPG 56 <= kW < 130 (LPG)
PS91SIM2C12	Pre-STAGE 1991-STAGE I, >= 100 en < 225 cc (2-Takt)	Pre-STAGE 1991-STAGE I, >= 100 en < 225 cc (2-Takt)
PS91SIM2C2	Pre-STAGE 1991-STAGE I, >= 20 cc en < 50 cc (2-Takt)	Pre-STAGE 1991-STAGE I, >= 20 cc en < 50 cc (2-Takt)
PS91SIM2C7	Pre-STAGE 1991-STAGE I, SH3 >= 50 cm3 (2-Takt)	Pre-STAGE 1991-STAGE I, SH3 >= 50 cm3 (2-Takt)
PS91SIM4C17	Pre-STAGE 1991-STAGE I, >= 20 cc en < 50 cc (4-Takt)	Pre-STAGE 1991-STAGE I, >= 20 cc en < 50 cc (4-Takt)
PS91SIM4C22	Pre-STAGE 1991-STAGE I, >= 100 en < 225 cc (4-Takt)	Pre-STAGE 1991-STAGE I, >= 100 en < 225 cc (4-Takt)
PS91SIM4C27	Pre-STAGE 1991-STAGE I, >= 225 cc (4-Takt)	Pre-STAGE 1991-STAGE I, >= 225 cc (4-Takt)
PS91SIMDC33	Pre-STAGE 1991-STAGE I, < 18 kW (Diesel)	Pre-STAGE 1991-STAGE I, < 18 kW (Diesel)
PS91SIMDC46	Pre-STAGE 1991-STAGE I, 300 <= kW < 560 (Diesel)	Pre-STAGE 1991-STAGE I, 300 <= kW < 560 (Diesel)
PS91SIMDC55	Pre-STAGE 1991-STAGE I, 18 <= kW < 37 (Diesel)	Pre-STAGE 1991-STAGE I, 18 <= kW < 37 (Diesel)
PS91SIMDC61	Pre-STAGE 1991-STAGE I, 37 <= kW < 56 (Diesel)	Pre-STAGE 1991-STAGE I, 37 <= kW < 56 (Diesel)
PS91SIMDC69	Pre-STAGE 1991-STAGE I, 560-1000 kW (Diesel)	Pre-STAGE 1991-STAGE I, 560-1000 kW (Diesel)
PS91SIMDC78	Pre-STAGE 1991-STAGE I, 56 <= kW < 75 (Diesel)	Pre-STAGE 1991-STAGE I, 56 <= kW < 75 (Diesel)
PS91SIMDC87	Pre-STAGE 1991-STAGE I, 75 <= kW < 130 (Diesel)	Pre-STAGE 1991-STAGE I, 75 <= kW < 130 (Diesel)
S1A	STAGE I, 130 <= kW < 300, bouwjaar 1999 (Diesel)	STAGE I, 130 <= kW < 300, bouwjaar 1999 (Diesel)
S1B	STAGE I, 56 <= kW < 75, bouwjaar 1999 (Diesel)	STAGE I, 56 <= kW < 75, bouwjaar 1999 (Diesel)
S1C	STAGE I, 37 <= kW < 56, bouwjaar 1999 (Diesel)	STAGE I, 37 <= kW < 56, bouwjaar 1999 (Diesel)
S2D	STAGE II, 18 <= kW < 37, bouwjaar 2001 (Diesel)	STAGE II, 18 <= kW < 37, bouwjaar 2001 (Diesel)
S2E	STAGE II, 130 <= kW < 300, bouwjaar 2002 (Diesel)	STAGE II, 130 <= kW < 300, bouwjaar 2002 (Diesel)
S2F	STAGE II, 75 <= kW < 130, bouwjaar 2003 (Diesel)	STAGE II, 75 <= kW < 130, bouwjaar 2003 (Diesel)
S2G	STAGE II, 37 <= kW < 56, bouwjaar 2004 (Diesel)	STAGE II, 37 <= kW < 56, bouwjaar 2004 (Diesel)
S3AH	STAGE IIIa, 130 <= kW < 300, bouwjaar 2006 (Diesel)	STAGE IIIa, 130 <= kW < 300, bouwjaar 2006 (Diesel)
S3AI	STAGE IIIa, 75 <= kW < 130, bouwjaar 2007 (Diesel)	STAGE IIIa, 75 <= kW < 130, bouwjaar 2007 (Diesel)
S3AJ	STAGE IIIa, 37 <= kW < 56, bouwjaar 2008 (Diesel)	STAGE IIIa, 37 <= kW < 56, bouwjaar 2008 (Diesel)
S3AK	STAGE IIIa, 18 <= kW < 37, bouwjaar 2007 (Diesel)	STAGE IIIa, 18 <= kW < 37, bouwjaar 2007 (Diesel)
S3BL	STAGE IIIb, 130 <= kW < 300, bouwjaar 2011 (Diesel)	STAGE IIIb, 130 <= kW < 300, bouwjaar 2011 (Diesel)
S3BM	STAGE IIIb, 75 <= kW < 130, bouwjaar 2012 (Diesel)	STAGE IIIb, 75 <= kW < 130, bouwjaar 2012 (Diesel)
S3BN	STAGE IIIb, 56 <= kW < 75, bouwjaar 2012 (Diesel)	STAGE IIIb, 56 <= kW < 75, bouwjaar 2012 (Diesel)
S4Q	STAGE IV, 130 <= kW < 300, bouwjaar 2014 (Diesel)	STAGE IV, 130 <= kW < 300, bouwjaar 2014 (Diesel)
S4R1	STAGE IV, 75 <= kW < 130, bouwjaar 2015 (Diesel)	STAGE IV, 75 <= kW < 130, bouwjaar 2015 (Diesel)
S4R2	STAGE IV, 56 <= kW < 75, bouwjaar 2015 (Diesel)	STAGE IV, 56 <= kW < 75, bouwjaar 2015 (Diesel)
SIIIaMDC49	STAGE IIIa, 300 <= kW < 560, bouwjaar 2006 (Diesel)	STAGE IIIa, 300 <= kW < 560, bouwjaar 2006 (Diesel)
SIIIaMDC72	STAGE IIIa, 560-1000 kW, bouwjaar 2005 (Diesel)	STAGE IIIa, 560-1000 kW, bouwjaar 2005 (Diesel)
SIIIaMDC81	STAGE IIIa, 56 <= kW < 75, bouwjaar 2008 (Diesel)	STAGE IIIa, 56 <= kW < 75, bouwjaar 2008 (Diesel)
SIIIbMDC50	STAGE IIIb, 300 <= kW < 560, bouwjaar 2011 (Diesel)	STAGE IIIb, 300 <= kW < 560, bouwjaar 2011 (Diesel)
SIIIbMDC65	STAGE IIIb, 37 <= kW < 56, bouwjaar 2013 (Diesel)	STAGE IIIb, 37 <= kW < 56, bouwjaar 2013 (Diesel)
SIIIbMDC73	STAGE IIIb, 560-1000 kW, bouwjaar 2011 (Diesel)	STAGE IIIb, 560-1000 kW, bouwjaar 2011 (Diesel)
SIIM2C14	STAGE II, >= 100 en < 225 cc, bouwjaar 2008 (2-Takt)	STAGE II, >= 100 en < 225 cc, bouwjaar 2008 (2-Takt)
SIIM2C4	STAGE II, >= 20 cc en < 50 cc, bouwjaar 2013 (2-Takt)	STAGE II, >= 20 cc en < 50 cc, bouwjaar 2013 (2-Takt)
SIIM2C9	STAGE II, SH3 >= 50 cm3, bouwjaar 2002 (2-Takt)	STAGE II, SH3 >= 50 cm3, bouwjaar 2002 (2-Takt)
SIIM4C19	STAGE II, >= 20 cc en < 50 cc, bouwjaar 2013 (4-Takt)	STAGE II, >= 20 cc en < 50 cc, bouwjaar 2013 (4-Takt)
SIIM4C24	STAGE II, >= 100 en < 225 cc, bouwjaar 2008 (4-Takt)	STAGE II, >= 100 en < 225 cc, bouwjaar 2008 (4-Takt)
SIIM4C29	STAGE II, >= 225 cc, bouwjaar 2007 (4-Takt)	STAGE II, >= 225 cc, bouwjaar 2007 (4-Takt)
SIIMDC48	STAGE II, 300 <= kW < 560, bouwjaar 2002 (Diesel)	STAGE II, 300 <= kW < 560, bouwjaar 2002 (Diesel)
SIIMDC71	STAGE II, 560-1000 kW, bouwjaar 2002 (Diesel)	STAGE II, 560-1000 kW, bouwjaar 2002 (Diesel)
SIIMDC80	STAGE II, 56 <= kW < 75, bouwjaar 2004 (Diesel)	STAGE II, 56 <= kW < 75, bouwjaar 2004 (Diesel)
SIM2C13	STAGE I, >= 100 en < 225 cc, bouwjaar 2005 (2-Takt)	STAGE I, >= 100 en < 225 cc, bouwjaar 2005 (2-Takt)
SIM2C3	STAGE I, >= 20 cc en < 50 cc, bouwjaar 2005 (2-Takt)	STAGE I, >= 20 cc en < 50 cc, bouwjaar 2005 (2-Takt)
SIM2C8	STAGE I, SH3 >= 50 cm3, bouwjaar 1999 (2-Takt)	STAGE I, SH3 >= 50 cm3, bouwjaar 1999 (2-Takt)
SIM4C18	STAGE I, >= 20 cc en < 50 cc, bouwjaar 2005 (4-Takt)	STAGE I, >= 20 cc en < 50 cc, bouwjaar 2005 (4-Takt)
SIM4C23	STAGE I, >= 100 en < 225 cc, bouwjaar 2005 (4-Takt)	STAGE I, >= 100 en < 225 cc, bouwjaar 2005 (4-Takt)
SIM4C28	STAGE I, >= 225 cc, bouwjaar 2005 (4-Takt)	STAGE I, >= 225 cc, bouwjaar 2005 (4-Takt)
SIMDC47	STAGE I, 300 <= kW < 560, bouwjaar 1999 (Diesel)	STAGE I, 300 <= kW < 560, bouwjaar 1999 (Diesel)
SIMDC70	STAGE I, 560-1000 kW, bouwjaar 1999 (Diesel)	STAGE I, 560-1000 kW, bouwjaar 1999 (Diesel)
SIMDC88	STAGE I, 75 <= kW < 130, bouwjaar 1999 (Diesel)	STAGE I, 75 <= kW < 130, bouwjaar 1999 (Diesel)
SIVMDC51	STAGE IV, 300 <= kW < 560, bouwjaar 2014 (Diesel)	STAGE IV, 300 <= kW < 560, bouwjaar 2014 (Diesel)
SIVMDC74	STAGE IV, 560-1000 kW, bouwjaar 2015 (Diesel)	STAGE IV, 560-1000 kW, bouwjaar 2015 (Diesel)
SVM2C10	STAGE V, SH3 >= 50 cm3, bouwjaar 2019 (2-Takt)	STAGE V, SH3 >= 50 cm3, bouwjaar 2019 (2-Takt)
SVM2C15	STAGE V, >= 100 en < 225 cc, bouwjaar 2019 (2-Takt)	STAGE V, >= 100 en < 225 cc, bouwjaar 2019 (2-Takt)
SVM2C5	STAGE V, >= 20 cc en < 50 cc, bouwjaar 2019 (2-Takt)	STAGE V, >= 20 cc en < 50 cc, bouwjaar 2019 (2-Takt)
SVM4C20	STAGE V, >= 20 cc en < 50 cc, bouwjaar 2019 (4-Takt)	STAGE V, >= 20 cc en < 50 cc, bouwjaar 2019 (4-Takt)
SVM4C25	STAGE V, >= 100 en < 225 cc, bouwjaar 2019 (4-Takt)	STAGE V, >= 100 en < 225 cc, bouwjaar 2019 (4-Takt)
SVM4C30	STAGE V, >= 225 cc, bouwjaar 2019 (4-Takt)	STAGE V, >= 225 cc, bouwjaar 2019 (4-Takt)
SVMDC34	STAGE V, < 18 kW, bouwjaar 2019 (Diesel)	STAGE V, < 18 kW, bouwjaar 2019 (Diesel)
SVMDC43	STAGE V, 130 <= kW < 300, bouwjaar 2019 (Diesel)	STAGE V, 130 <= kW < 300, bouwjaar 2019 (Diesel)
SVMDC52	STAGE V, 300 <= kW < 560, bouwjaar 2019 (Diesel)	STAGE V, 300 <= kW < 560, bouwjaar 2019 (Diesel)
SVMDC58	STAGE V, 18 <= kW < 37, bouwjaar 2019 (Diesel)	STAGE V, 18 <= kW < 37, bouwjaar 2019 (Diesel)
SVMDC66	STAGE V, 37 <= kW < 56, bouwjaar 2019 (Diesel)	STAGE V, 37 <= kW < 56, bouwjaar 2019 (Diesel)
SVMDC75	STAGE V, 560-1000 kW, bouwjaar 2019 (Diesel)	STAGE V, 560-1000 kW, bouwjaar 2019 (Diesel)
SVMDC84	STAGE V, 56 <= kW < 75, bouwjaar 2020 (Diesel)	STAGE V, 56 <= kW < 75, bouwjaar 2020 (Diesel)
SVMDC93	STAGE V, 75 <= kW < 130, bouwjaar 2020 (Diesel)	STAGE V, 75 <= kW < 130, bouwjaar 2020 (Diesel)
SVMLC100	STAGE V, LPG 56 <= kW < 130, bouwjaar 2020 (LPG)	STAGE V, LPG 56 <= kW < 130, bouwjaar 2020 (LPG)
SVMLC96	STAGE V, LPG > 560 kW, bouwjaar 2019 (LPG)	STAGE V, LPG > 560 kW, bouwjaar 2019 (LPG)
SVMLC98	STAGE V, LPG 130 <= kW < 560, bouwjaar 2019 (LPG)	STAGE V, LPG 130 <= kW < 560, bouwjaar 2019 (LPG)
